Title,store,description,"sale commission","click url",destination,"link id","link type","coupon code","promotion type","promotion start date","promotion end date"
"Get 15% off your order when you purchase 2+ items with code PURE15","Pure Sport CBD","Get 15% off your order when you purchase 2+ items with code PURE15",10.00%,https://www.jdoqocy.com/click-100179843-14395313-1606171455000,https://puresportcbd.com/,14395313,"Text Link",Pure15,Coupon,"2020-08-06 00:00:00","2025-05-11 00:00:00"
"Get 10% Off Your Order with Code HONEY10","Handpicked CBD","Get 10% Off Your Order on Handpicked CBD with Discount Code HONEY10",5.00%,https://www.dpbolvw.net/click-100179843-14094018-1613492129000,https://handpickedcbd.com,14094018,"Text Link",HONEY10,Coupon,"2020-07-15 12:19:00","2025-05-31 00:00:00"
"CBDistillery UK 21% Off £65 Spend Code","CBDistillery UK","CBDistillery UK Affiliate 21% off £65 spend Promotional Code",10.00%,https://www.kqzyfj.com/click-100179843-14484872-1615994458000,https://thecbdistillery.co.uk/,14484872,"Text Link",MYCBD21,Coupon,"2021-03-16 17:00:00","2021-06-30 16:00:00"
"CBDistillery UK 10% Off Code","CBDistillery UK","CBDistillery UK Affiliate 10% off Promotional Code",10.00%,https://www.tkqlhce.com/click-100179843-14450909-1615994395000,https://thecbdistillery.co.uk/,14450909,"Text Link",MYCBD,Coupon,"2021-03-16 17:00:00","2021-06-30 16:00:00"
"Buy one Nano CBD Mini Dog Bone Treats 150mg get the second one 50% off with code SLICKBOGO50 ",CBDResellers.com,"Buy one Nano CBD Mini Dog Bone Treats 150mg get the second
one 50% off with code SLICKBOGO50 ",10.00%,https://www.tkqlhce.com/click-100179843-14057513-1601633484000,https://www.cbdresellers.com/nano-cbd-mini-dog-bone-treats-150mg/,14057513,"Text Link",SLICKBOGO50,Coupon,"2020-05-22 00:00:00","2025-01-01 00:00:00"
"Get 30% off your order when you spend $99 or more with code SAVE30",CBDResellers.com,"Get 30% off your order when you spend $99 or more with code SAVE30",10.00%,https://www.kqzyfj.com/click-100179843-14057493-1590164902000,https://www.cbdresellers.com/,14057493,"Text Link",SAVE30,Coupon,"2020-05-22 00:00:00","2025-05-01 21:00:00"
"Get 15% Off CBD For Pets with Code PETCBD15",CBDResellers.com,"Get 15% Off CBD For Pets with Code PETCBD15",10.00%,https://www.kqzyfj.com/click-100179843-14037137-1588057201000,https://www.cbdresellers.com,14037137,"Text Link",PETCBD15,Coupon,"2020-04-28 00:00:00","2025-05-10 21:00:00"
"Get 10% off Sitewide with code SAVE10",CBDResellers.com,"Get 10% off Sitewide with code SAVE10",10.00%,https://www.dpbolvw.net/click-100179843-14037135-1588057201000,https://www.cbdresellers.com,14037135,"Text Link",Save10,Coupon,"2020-04-28 00:00:00","2025-05-10 21:00:00"
"Use code SLICK for 25% Off Nano CBD Bacon Cheese Chewies Pet Treat",CBDResellers.com,"Use code SLICK for 25% Off Nano CBD Bacon Cheese Chewies Pet Treat",10.00%,https://www.kqzyfj.com/click-100179843-14057501-1590165166000,https://www.cbdresellers.com/nano-cbd-bacon-cheese-chewies-150mg/,14057501,"Text Link",SLICK,Coupon,"2020-05-22 00:00:00","2025-01-01 00:00:00"
"Victoria Day Deals 120x240",CheapOair.ca,"No plans for Victoria Day?
Get up to C$35 off◊ our fees on flights
Use Coupon VICTORIA35","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-14499378-1617690835000,https://www.cheapoair.ca/affiliates/flights/victoriaday,14499378,Banner,VICTORIA35,Coupon,"2021-04-05 03:44:00","2021-05-31 11:29:00"
"Mother's Day Saving Deals 120x240",CheapOair.ca,"Treat your mum with a cheap getaway!
Get up to C$30 off◊ our fees on flights
Use Coupon MOM30","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-14499389-1617621665000,https://www.cheapoair.ca/affiliates/flights/mothersday?,14499389,Banner,MOM30,Coupon,"2021-04-05 04:14:00","2021-05-15 11:29:00"
"Victoria Day Deals 468x60",CheapOair.ca,"No plans for Victoria Day?
Get up to C$35 off◊ our fees on flights
Use Coupon VICTORIA35","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-14499325-1617691207000,https://www.cheapoair.ca/affiliates/flights/victoriaday,14499325,Banner,VICTORIA35,Coupon,"2021-04-05 03:44:00","2021-06-05 11:29:00"
"Mother's Day Saving Deals 125x125",CheapOair.ca,"Treat your mum with a cheap getaway!
Get up to C$30 off◊ our fees on flights
Use Coupon MOM30","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-14499385-1617621496000,https://www.cheapoair.ca/affiliates/flights/mothersday?,14499385,Banner,MOM30,Coupon,"2021-04-05 04:14:00","2021-05-15 11:29:00"
"Victoria Day Deals 240x400",CheapOair.ca,"No plans for Victoria Day?
Get up to C$35 off◊ our fees on flights
Use Coupon VICTORIA35","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-14499374-1617690959000,https://www.cheapoair.ca/affiliates/flights/victoriaday,14499374,Banner,VICTORIA35,Coupon,"2021-04-05 03:44:00","2021-05-31 11:29:00"
"Victoria Day Deals 160x600",CheapOair.ca,"No plans for Victoria Day?
Get up to C$35 off◊ our fees on flights
Use Coupon VICTORIA35","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-14499331-1617691078000,https://www.cheapoair.ca/affiliates/flights/victoriaday,14499331,Banner,VICTORIA35,Coupon,"2021-04-05 03:44:00","2021-05-31 11:29:00"
"Spring Break Savings 300x250",CheapOair.ca,"Spring Break Savings! Get up to C$25 off◊ our fees on flights Use Code BREAK25 at checkout","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-14454007-1612512565000,https://www.cheapoair.ca/affiliates/flights/spring,14454007,Banner,BREAK25,Coupon,"2021-02-04 23:28:00","2021-04-30 11:29:00"
"Spring Break Savings 120x90",CheapOair.ca,"Spring Break Savings! Get up to C$25 off◊ our fees on flights Use Code BREAK25 at checkout","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-14454020-1612512313000,https://www.cheapoair.ca/affiliates/flights/spring,14454020,Banner,BREAK25,Coupon,"2021-02-04 23:28:00","2021-04-30 11:29:00"
"Around the World 234 x 60",CheapOair.ca,"Go Around the World! Take up to C$16 off with Promo Code WORLD16 Book Now!","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13762686-1608629105000,https://www.cheapoair.ca/affiliates/flights/aroundtheglobe,13762686,Banner,WORLD16,Coupon,"2019-06-27 05:54:00","2021-12-31 10:29:00"
"Around the World 120 x 90",CheapOair.ca,"Go Around the World! Take up to C$16 off with Promo Code WORLD16 Book Now!","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-13762681-1608628948000,https://www.cheapoair.ca/affiliates/flights/aroundtheglobe,13762681,Banner,WORLD16,Coupon,"2019-06-27 05:53:00","2021-12-31 10:29:00"
"Family Travel 468x60",CheapOair.ca,"Save Big on Family Travel!  Take up to C$24 off with Promo Code FAMILY24 Book Now!","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-13762577-1611576809000,https://www.cheapoair.ca/affiliates/flights/family,13762577,Banner,FAMILY24,Coupon,"2019-06-27 05:11:00","2021-12-31 10:29:00"
"Super Saver Flight Deals 120x600",CheapOair.ca,"Find Cheap Flights!  Take up to C$24 off with Promo Code FLIGHT24 Book Now!","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-13272167-1608628711000,https://www.cheapoair.ca/affiliates/flights,13272167,Banner,FLIGHT24,Coupon,"2018-03-21 01:53:00","2021-12-31 10:29:00"
"Super Saver Flight Deals 240x400",CheapOair.ca,"Find Cheap Flights!  Take up to C$24 off with Promo Code FLIGHT24 Book Now!","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-13272162-1608628815000,https://www.cheapoair.ca/affiliates/flights,13272162,Banner,FLIGHT24,Coupon,"2018-03-21 01:51:00","2021-12-31 10:29:00"
"Around the World 125x125",CheapOair.ca,"Go Around the World! Take up to C$16 off with Promo Code WORLD16 Book Now!","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-13270864-1608625877000,https://www.cheapoair.ca/affiliates/flights/aroundtheglobe,13270864,Banner,WORLD16,Coupon,"2020-02-03 00:36:00","2021-12-31 10:29:00"
"Hotel Generic 240x400",CheapOair.ca,"Find Fabulous Hotel Deals!  Take up to C$30 off with Promo Code HOTEL30 Book Now!","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-13270980-1608626487000,https://www.cheapoair.ca/affiliates/hotels,13270980,Banner,HOTEL30,Coupon,"2018-03-20 07:20:00","2021-12-31 10:29:00"
"Family Travel 234x60",CheapOair.ca,"Save Big on Family Travel!  Take up to C$24 off with Promo Code FAMILY24 Book Now!","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13270905-1611576850000,https://www.cheapoair.ca/affiliates/flights/family,13270905,Banner,FAMILY24,Coupon,"2018-12-26 05:37:00","2021-12-31 10:29:00"
"Car Rental Deals 240x400",CheapOair.ca,"Find Exclusive Car Rental Deals!  Take up to $10 off with Promo Code CAR10 Book Now!","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-13271052-1608629975000,https://www.cheapoair.ca/affiliates/cars,13271052,Banner,CAR10,Coupon,"2018-03-20 08:11:00","2021-12-31 10:29:00"
"Roundtrip Flights 468x60",CheapOair.ca,"Find Round Trip Flights!  Take up to C$24 off with Promo Code RT24 Book Now!","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-13270858-1608628438000,https://www.cheapoair.ca/affiliates/flights/roundtrip,13270858,Banner,RT24,Coupon,"2018-03-20 04:53:00","2021-12-31 10:29:00"
"Car Rental Deals 468x60",CheapOair.ca,"Find Exclusive Car Rental Deals!  Take up to $10 off with Promo Code CAR10 Book Now!","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-13271047-1608629668000,https://www.cheapoair.ca/affiliates/cars,13271047,Banner,CAR10,Coupon,"2018-03-20 08:09:00","2021-12-31 10:29:00"
"Family Travel 125x125",CheapOair.ca,"Save Big on Family Travel!  Take up to C$24 off with Promo Code FAMILY24 Book Now!","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-13270906-1611576872000,https://www.cheapoair.ca/affiliates/flights/family,13270906,Banner,FAMILY24,Coupon,"2018-03-20 06:13:00","2021-12-31 10:29:00"
"Adventure Travel 234x60",CheapOair.ca,"Looking For An Adventure?  Take up to C$16 off with Promo Code GO16 Book Now!","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-13270826-1611577073000,https://www.cheapoair.ca/affiliates/flights/adventure,13270826,Banner,GO16,Coupon,"2020-02-03 00:30:00","2021-12-31 10:29:00"
"Car Rental Deals 120x600",CheapOair.ca,"Find Exclusive Car Rental Deals!  Take up to $10 off with Promo Code CAR10 Book Now!","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13271058-1608629743000,https://www.cheapoair.ca/affiliates/cars,13271058,Banner,CAR10,Coupon,"2018-03-20 08:12:00","2021-12-31 10:29:00"
"Adventure Travel 300x250",CheapOair.ca,"Looking For An Adventure?  Take up to C$16 off with Promo Code GO16 Book Now!","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13270827-1611577037000,https://www.cheapoair.ca/affiliates/flights/adventure,13270827,Banner,GO16,Coupon,"2018-03-20 04:05:00","2021-12-31 10:29:00"
"Car Rental Deals Promo Code: CAR10",CheapOair.ca,"Find Cheap Car Rental Deals!  Take up to $10 off with Promo Code CAR10 Book Now!","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-13202963-1608621881000,https://www.cheapoair.ca/affiliates/cars,13202963,"Text Link",CAR10,Coupon,"2018-01-11 00:00:00","2021-12-31 10:29:00"
"Family Travel",CheapOair.ca,"Save up to C$24 off our Fees on Flights with Code FAMILY24","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-13202955-1608623306000,https://www.cheapoair.ca/affiliates/flights/family,13202955,"Text Link",FAMILY24,Coupon,"2019-05-22 00:26:00","2021-12-31 10:29:00"
"Adventure Travel",CheapOair.ca,"Looking For An Adventure?  Take up to C$16 off with Promo Code GO16 Book Now!","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-13202964-1608547349000,https://www.cheapoair.ca/affiliates/flights/adventure,13202964,"Text Link",GO16,Coupon,"2018-01-11 00:00:00","2021-12-31 10:29:00"
"Daily Deals 468 x 60",CheapOair.ca,"Sour Into Savings! With these handpicked deals you can save up to C$16 off on flights with promo code DAILY16","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-13762775-1608629247000,https://www.cheapoair.ca/affiliates/flights/dailydeals,13762775,Banner,DAILY16,Coupon,"2019-06-27 06:19:00","2021-12-31 10:29:00"
"Daily Deals 234x60",CheapOair.ca,"Sour Into Savings! With these handpicked deals you can save up to C$16 off on flights with promo code DAILY16","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-13762799-1608629573000,https://www.cheapoair.ca/affiliates/flights/dailydeals,13762799,Banner,DAILY16,Coupon,"2019-06-27 06:28:00","2021-12-31 10:29:00"
"Daily Deals 120x240",CheapOair.ca,"Sour Into Savings! With these handpicked deals you can save up to C$16 off on flights with promo code DAILY16","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13762790-1608629441000,https://www.cheapoair.ca/affiliates/flights/dailydeals,13762790,Banner,DAILY16,Coupon,"2019-06-27 06:25:00","2021-12-31 10:29:00"
"Edmonton Travel Deals!",CheapOair.ca,"Save up to C$24 off◊ our fees on flights  Use Code YEG24 at checkout","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-13668826-1608623596000,https://www.cheapoair.ca/affiliates/flights/city?city-code=yeg,13668826,"Text Link",YEG24,Coupon,"2019-04-02 00:29:00","2021-12-31 10:29:00"
"Super Saver Flight Deals 125x125",CheapOair.ca,"Find Cheap Flights!  Take up to C$24 off with Promo Code FLIGHT24 Book Now!","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-13272166-1608628750000,https://www.cheapoair.ca/affiliates/flights,13272166,Banner,FLIGHT24,Coupon,"2018-03-21 01:52:00","2021-12-31 10:29:00"
"Super Saver Flight Deals 234x60",CheapOair.ca,"Find Cheap Flights!  Take up to C$24 off with Promo Code FLIGHT24 Book Now!","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-13272164-1608628781000,https://www.cheapoair.ca/affiliates/flights,13272164,Banner,FLIGHT24,Coupon,"2018-03-21 01:52:00","2021-12-31 10:29:00"
"Super Saver Flight Deals 120x240",CheapOair.ca,"Find Cheap Flights!  Take up to C$24 off with Promo Code FLIGHT24 Book Now!","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-13272168-1608628678000,https://www.cheapoair.ca/affiliates/flights,13272168,Banner,FLIGHT24,Coupon,"2018-03-21 01:54:00","2021-12-31 10:29:00"
"Family Travel 300x250",CheapOair.ca,"Save Big on Family Travel!  Take up to C$24 off with Promo Code FAMILY24 Book Now!","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-13270903-1611576936000,https://www.cheapoair.ca/affiliates/flights/family,13270903,Banner,FAMILY24,Coupon,"2018-03-20 06:12:00","2021-12-31 10:29:00"
"Car Rental Deals 234x60",CheapOair.ca,"Find Exclusive Car Rental Deals!  Take up to $10 off with Promo Code CAR10 Book Now!","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-13271053-1608629926000,https://www.cheapoair.ca/affiliates/cars,13271053,Banner,CAR10,Coupon,"2018-03-20 08:11:00","2021-12-31 10:29:00"
"Handpicked Daily Flight Deals",CheapOair.ca,"Save up to C$16◊ off our Fees on Flights with code DAILY16","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-13270773-1608622837000,https://www.cheapoair.ca/affiliates/flights/dailydeals,13270773,"Text Link",DAILY16,Coupon,"2019-05-22 00:27:00","2021-12-31 10:29:00"
"Car Rental Deals 125x125",CheapOair.ca,"Find Exclusive Car Rental Deals!  Take up to $10 off with Promo Code CAR10 Book Now!","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13271056-1608629879000,https://www.cheapoair.ca/affiliates/cars,13271056,Banner,CAR10,Coupon,"2018-03-20 08:12:00","2021-12-31 10:29:00"
"Around The World",CheapOair.ca,"Go Around the World!  Take up to C$16 off with Promo Code WORLD16 Book Now!","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-13202958-1608622271000,https://www.cheapoair.ca/affiliates/flights/aroundtheglobe,13202958,"Text Link",WORLD16,Coupon,"2018-01-11 00:00:00","2021-12-31 10:29:00"
"Book Cheap Flights",CheapOair.ca,"Save up to C$16 off our Fees on Flights with code LM16","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-13202971-1608546868000,https://www.cheapoair.ca/affiliates/flights/lastminute,13202971,"Text Link",LM16,Coupon,"2018-01-11 00:00:00","2021-12-31 10:29:00"
"Hotel Generic - Promo Code ""HOTEL30""",CheapOair.ca,"Find Fabulous Hotel Deals!  Take up to $30 off with Promo Code HOTEL30 Book Now!","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13202957-1608623438000,https://www.cheapoair.ca/affiliates/hotels,13202957,"Text Link",HOTEL30,Coupon,"2019-05-22 00:26:00","2021-12-31 10:29:00"
"Victoria Day Deals 234x60",CheapOair.ca,"No plans for Victoria Day?
Get up to C$35 off◊ our fees on flights
Use Coupon VICTORIA35","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-14499333-1617690996000,https://www.cheapoair.ca/affiliates/flights/victoriaday,14499333,Banner,VICTORIA35,Coupon,"2021-04-05 03:44:00","2021-05-31 11:29:00"
"Mother's Day Saving Deals 120x90",CheapOair.ca,"Treat your mum with a cheap getaway!
Get up to C$30 off◊ our fees on flights
Use Coupon MOM30","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-14499390-1617621749000,https://www.cheapoair.ca/affiliates/flights/mothersday?,14499390,Banner,MOM30,Coupon,"2021-04-05 04:14:00","2021-05-15 11:29:00"
"Mother's Day Saving Deals 240x400",CheapOair.ca,"Treat your mum with a cheap getaway!
Get up to C$30 off◊ our fees on flights
Use Coupon MOM30","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-14499391-1617621811000,https://www.cheapoair.ca/affiliates/flights/mothersday?,14499391,Banner,MOM30,Coupon,"2021-04-05 04:14:00","2021-05-15 11:29:00"
"Spring Season Deals 300x250",CheapOair.ca,"Spring Season Deals! Get up to C$30 off◊ our fees on flights Use Code SPRING30 at checkout","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-14454073-1612513045000,https://www.cheapoair.ca/affiliates/flights/break?,14454073,Banner,SPRING30,Coupon,"2021-02-05 00:12:00","2021-04-30 11:29:00"
"Spring Break Savings 120x240",CheapOair.ca,"Spring Break Savings! Get up to C$25 off◊ our fees on flights Use Code BREAK25 at checkout","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-14454022-1612512287000,https://www.cheapoair.ca/affiliates/flights/spring,14454022,Banner,BREAK25,Coupon,"2021-02-04 23:28:00","2021-04-30 11:29:00"
"Spring Break Savings",CheapOair.ca,"Spring Break Savings! Get up to C$25 off◊ our fees on flights Use Code BREAK25 at checkout	","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-14452739-1612426137000,https://www.cheapoair.ca/affiliates/flights/spring,14452739,"Text Link",BREAK25,Coupon,"2021-02-04 00:08:00","2021-04-30 11:29:00"
"Mother's Day Saving Deals",CheapOair.ca,"Treat your mum with a cheap getaway!
Get up to C$30 off◊ our fees on flights
Use Coupon MOM30","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-14500022-1617690582000,https://www.cheapoair.ca/affiliates/flights/mothersday?,14500022,"Text Link",MOM30,Coupon,"2021-04-05 23:29:00","2021-05-15 11:29:00"
"Victoria Day Deals 120x60",CheapOair.ca,"No plans for Victoria Day?
Get up to C$35 off◊ our fees on flights
Use Coupon VICTORIA35","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-14499375-1617690917000,https://www.cheapoair.ca/affiliates/flights/victoriaday,14499375,Banner,VICTORIA35,Coupon,"2021-04-05 03:44:00","2021-05-31 11:29:00"
"Victoria Day Deals 120x90",CheapOair.ca,"No plans for Victoria Day?
Get up to C$35 off◊ our fees on flights
Use Coupon VICTORIA35","CAD 5.00 - CAD 15.00",https://www.jdoqocy.com/click-100179843-14499376-1617690876000,https://www.cheapoair.ca/affiliates/flights/victoriaday,14499376,Banner,VICTORIA35,Coupon,"2021-04-05 03:44:00","2021-05-31 11:29:00"
"Spring Season Deals 120x60",CheapOair.ca,"Spring Season Deals! Get up to C$30 off◊ our fees on flights Use Code SPRING30 at checkout","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-14454076-1612513193000,https://www.cheapoair.ca/affiliates/flights/break?,14454076,Banner,SPRING30,Coupon,"2021-02-05 00:12:00","2021-04-30 11:29:00"
"Spring Season Deals 160x600",CheapOair.ca,"Spring Season Deals! Get up to C$30 off◊ our fees on flights Use Code SPRING30 at checkout","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-14454083-1612513539000,https://www.cheapoair.ca/affiliates/flights/break?,14454083,Banner,SPRING30,Coupon,"2021-02-05 00:12:00","2021-04-30 11:29:00"
"Spring Season Deals 125x125",CheapOair.ca,"Spring Season Deals! Get up to C$30 off◊ our fees on flights Use Code SPRING30 at checkout","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-14454081-1612513428000,https://www.cheapoair.ca/affiliates/flights/break?,14454081,Banner,SPRING30,Coupon,"2021-02-05 00:12:00","2021-04-30 11:29:00"
"Spring Season Deals 234x60",CheapOair.ca,"Spring Season Deals! Get up to C$30 off◊ our fees on flights Use Code SPRING30 at checkout","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-14454082-1612513490000,https://www.cheapoair.ca/affiliates/flights/break?,14454082,Banner,SPRING30,Coupon,"2021-02-05 00:12:00","2021-04-30 11:29:00"
"Spring Break Savings 120x600",CheapOair.ca,"Spring Break Savings! Get up to C$25 off◊ our fees on flights Use Code BREAK25 at checkout","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-14454008-1612512535000,https://www.cheapoair.ca/affiliates/flights/spring,14454008,Banner,BREAK25,Coupon,"2021-02-04 23:28:00","2021-04-30 11:29:00"
"Spring Break Savings 240x400",CheapOair.ca,"Spring Break Savings! Get up to C$25 off◊ our fees on flights Use Code BREAK25 at checkout","CAD 5.00 - CAD 15.00",https://www.anrdoezrs.net/click-100179843-14454013-1636090478000,https://www.cheapoair.ca/affiliates/flights/spring,14454013,Banner,BREAK25,Coupon,"2021-02-04 23:28:00","2021-04-30 11:29:00"
"Spring Break Savings 125x125",CheapOair.ca,"Spring Break Savings! Get up to C$25 off◊ our fees on flights Use Code BREAK25 at checkout","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-14454011-1612512478000,https://www.cheapoair.ca/affiliates/flights/spring,14454011,Banner,BREAK25,Coupon,"2021-02-04 23:28:00","2021-04-30 11:29:00"
"Spring Season Deals",CheapOair.ca,"Spring Season Deals! Get up to C$30 off◊ our fees on flights Use Code SPRING30 at checkout.","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-14452740-1612426270000,https://www.cheapoair.ca/affiliates/flights/break,14452740,"Text Link",SPRING30,Coupon,"2021-02-04 00:10:00","2021-04-30 11:29:00"
"Adventure Travel 240 x 400",CheapOair.ca,"Looking For An Adventure? Take up to C$16 off with Promo Code GO16 Book Now!","CAD 5.00 - CAD 15.00",https://www.tkqlhce.com/click-100179843-13762640-1611577701000,https://www.cheapoair.ca/affiliates/flights/adventure,13762640,Banner,GO16,Coupon,"2020-02-03 00:34:00","2021-12-31 10:29:00"
"Daily Deals 240x400",CheapOair.ca,"Sour Into Savings! With these handpicked deals you can save up to C$16 off on flights with promo code DAILY16","CAD 5.00 - CAD 15.00",https://www.kqzyfj.com/click-100179843-13762806-1608629605000,https://www.cheapoair.ca/affiliates/flights/dailydeals,13762806,Banner,DAILY16,Coupon,"2019-06-27 06:30:00","2021-12-31 10:29:00"
"Daily Deals 120x600",CheapOair.ca,"Sour Into Savings! With these handpicked deals you can save up to C$16 off on flights with promo code DAILY16","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13762785-1608379450000,https://www.cheapoair.ca/affiliates/flights/dailydeals,13762785,Banner,DAILY16,Coupon,"2019-06-27 06:23:00","2021-12-31 10:29:00"
"Roundtrip Flights 300x250",CheapOair.ca,"Find Round Trip Flights!  Take up to C$24 off with Promo Code RT24 Book Now!","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13733431-1608628273000,https://www.cheapoair.ca/affiliates/flights/roundtrip,13733431,Banner,RT24,Coupon,"2018-03-20 04:37:00","2021-12-31 10:29:00"
"Paris Travel Deals!",CheapOair.ca,"Save up to
C$24 off◊ our fees on flights 
Use Code CDG24 at checkout","CAD 5.00 - CAD 15.00",https://www.dpbolvw.net/click-100179843-13668831-1608623480000,https://www.cheapoair.ca/affiliates/flights/city?city-code=par,13668831,"Text Link",CDG24,Coupon,"2019-04-02 00:49:00","2021-12-31 10:29:00"
"Summer Sale","Canada Pet Care","Summer Essentials for Your Pets at 12% Extra Discount & Free Shipping at CanadaPetCare.com!
",10.00%,https://www.tkqlhce.com/click-100179843-14000746-1583994054000,https://www.canadapetcare.com/?utm_source=cjtext&utm_campaign=Summer-Sale&coupon_no=PRESUM12,14000746,"Text Link",PRESUM12,Coupon,"2020-03-11 23:19:00","2021-12-30 10:30:00"
"Valentine's Day Offer","Canada Pet Care","Pet Lover's Offer! This Valentine's brings Extra Discount & Free Shipping on all Pet Supplements. Use Code: LOVEDAY
",10.00%,https://www.kqzyfj.com/click-100179843-13968755-1581155347000,https://www.canadapetcare.com/?utm_source=Cjtext&utm_campaign=Valentine's&coupon_no=LOVEDAY,13968755,"Text Link",LOVEDAY,Coupon,"2020-02-08 01:48:00","2021-12-30 10:30:00"
" National Cat Health Month","Canada Pet Care","Care your Cat this national cat health month with extra 12% discount + Free Shipping Use Code:-NCHM12
",10.00%,https://www.dpbolvw.net/click-100179843-13962599-1580730991000,https://www.canadapetcare.com/cat-supplies-2.aspx/?utm_source=cjbanner&utm_campaign=cathealth&coupon_no=NCHM12,13962599,Banner,NCHM12,Coupon,"2020-02-03 03:49:00","2021-12-31 03:49:00"
" National Cat Health Month","Canada Pet Care","Care your Cat this national cat health month with extra 12% discount + Free Shipping Use Code:-NCHM12
",10.00%,https://www.anrdoezrs.net/click-100179843-13962588-1580730762000,https://www.canadapetcare.com/cat-supplies-2.aspx/?utm_source=cjbanner&utm_campaign=cathealth&coupon_no=NCHM12,13962588,Banner,NCHM12,Coupon,"2020-02-03 03:45:00","2021-12-30 10:30:00"
" National Cat Health Month","Canada Pet Care","Care your Cat this national cat health month with extra 12% discount + Free Shipping Use Code:-NCHM12
",10.00%,https://www.anrdoezrs.net/click-100179843-13962603-1580730861000,https://www.canadapetcare.com/cat-supplies-2.aspx/?utm_source=cjbanner&utm_campaign=cathealth&coupon_no=NCHM12,13962603,Banner,NCHM12,Coupon,"2020-02-03 03:51:00","2021-12-30 10:30:00"
